# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Sep 26 20:00:59 2025
#
# User ID:         holographic.sol
#
# User preference: archive defaults
#
# COLUMN star_name:      Star Name
# COLUMN hip_name:       HIP Name
# COLUMN hd_name:        HD Name
# COLUMN gj_name:        GJ Name
# COLUMN tm_name:        2MASS Name
# COLUMN st_exocatflag:  ExoCat List Flag
# COLUMN st_coronagflag: Exo-C List Flag
# COLUMN st_starshadeflag: Exo-S List Flag
# COLUMN st_wfirstflag:  WFIRST List Flag
# COLUMN st_lbtiflag:    LBTI List Flag
# COLUMN st_rvflag:      Known RV Data
# COLUMN st_ppnum:       Number of Planets in System
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_vmag:        V-band [mag]
# COLUMN st_vmagerr:     V-band Unc. [mag]
# COLUMN st_vmagsrc:     V-band Source
# COLUMN st_bmv:         B-V [mag]
# COLUMN st_bmverr:      B-V Unc. [mag]
# COLUMN st_bmvsrc:      B-V Source
# COLUMN st_spttype:     Spectral Type
# COLUMN st_lbol:        Stellar Bolometric Luminosity [Solar]
# COLUMN st_lbolerr:     Stellar Bolometric Luminosity Unc. [Solar]
# COLUMN st_lbolsrc:     Stellar Bolometric Luminosity Source
# COLUMN wds_designation: WDS Designation
# COLUMN wds_sep:        WDS Angular Separation [arcsec]
# COLUMN wds_deltamag:   WDS Magnitude Difference [mag]
# COLUMN st_fracplxunc:  Fractional Parallax Uncertainty
# COLUMN st_pmra:        Proper Motion (RA) [mas/yr]
# COLUMN st_pmraerr:     Proper Motion (RA) Unc. [mas/yr]
# COLUMN st_pmdec:       Proper Motion (Dec) [mas/yr]
# COLUMN st_pmdecerr:    Proper Motion (Dec) Unc. [mas/yr]
# COLUMN st_glon:        Galactic Longitude [deg]
# COLUMN st_glat:        Galactic Latitude [deg]
# COLUMN st_vmk:         V-K [mag]
# COLUMN st_vmkerr:      V-K Unc. [mag]
# COLUMN st_kmagsrc:     K-band Source
# COLUMN st_mbol:        Bolometric Magnitude [mag]
# COLUMN st_mbolerr:     Bolometric Magnitude Unc. [mag]
# COLUMN st_mbolsrc:     Bolometric Magnitude Source
# COLUMN st_mbolflag:    Bolometric Magnitude Contamination Flag
# COLUMN st_spttag:      Spectral Type Tag
# COLUMN st_lumclass:    Luminosity Class
# COLUMN st_eeidau:      Earth-Equivalent Insolation Distance [au]
# COLUMN st_eeidauerr:   Earth-Equivalent Insolation Distance Unc. [au]
# COLUMN st_eeidmas:     Earth-Equivalent Insolation Distance [mas]
# COLUMN st_eeidmaserr:  Earth-Equivalent Insolation Distance Unc. [mas]
# COLUMN st_fpbearth:    Fractional Planet Brightness
# COLUMN st_fpbeartherr: Fractional Planet Brightness Unc.
# COLUMN st_vmagearth:   Earth-Equivalent V-band Magnitude [mag]
# COLUMN st_vmageartherr: Earth-Equivalent V-band Magnitude Unc. [mag]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr:     Stellar Effective Temperature Unc. [K]
# COLUMN st_teffsrc:     Stellar Effective Temperature Source
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr:      Stellar Radius Unc. [Solar radii]
# COLUMN st_radsrc:      Stellar Radius Source
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr:     Stellar Mass Unc. [Solar mass]
# COLUMN st_masssrc:     Stellar Mass Source
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr:     Stellar Surface Gravity Unc. [log10(cm/s**2)]
# COLUMN st_loggsrc:     Stellar Surface Gravity Source
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr:      Stellar Age Unc. [Gyr]
# COLUMN st_agesrc:      Stellar Age Source
# COLUMN st_actclass:    Activity Class
# COLUMN st_metfe:       Stellar Metallicity [dex]
# COLUMN st_metfeerr:    Stellar Metallicity Unc. [dex]
# COLUMN st_metfesrc:    Stellar Metallicity Source
# COLUMN st_metratio:    Metallicity Ratio
# COLUMN st_probeflag:   Probe List Flag
# COLUMN st_k2flag:      K2 Flag
# COLUMN st_k2campaign:  K2 Campaign
# COLUMN st_nts:         Number of Time Series
# COLUMN st_nplc:        Number of Planet Transit Light Curves
# COLUMN st_nglc:        Number of General Light Curves
# COLUMN st_nrvc:        Number of Radial Velocity Curves
# COLUMN st_naxa:        Number of Amateur Light Curves
# COLUMN st_nimg:        Number of Images
# COLUMN st_nspec:       Number of Spectra
# COLUMN st_j2m:         J-band (2MASS) [mag]
# COLUMN st_j2merr:      J-band (2MASS) Unc. [mag]
# COLUMN st_j2mlim:      J-band (2MASS) Limit Flag
# COLUMN st_h2m:         H-band (2MASS) [mag]
# COLUMN st_h2merr:      H-band (2MASS) Unc. [mag]
# COLUMN st_h2mlim:      H-band (2MASS) Limit Flag
# COLUMN st_ks2m:        Ks-band (2MASS) [mag]
# COLUMN st_ks2merr:     Ks-band (2MASS) Unc. [mag]
# COLUMN st_ks2mlim:     Ks-band (2MASS) Limit Flag
# COLUMN st_wise1:       WISE 3.4um [mag]
# COLUMN st_wise1err:    WISE 3.4um Unc. [mag]
# COLUMN st_wise1lim:    WISE 3.4um Limit Flag
# COLUMN st_wise2:       WISE 4.6um [mag]
# COLUMN st_wise2err:    WISE 4.6um Unc. [mag]
# COLUMN st_wise2lim:    WISE 4.6um Limit Flag
# COLUMN st_wise3:       WISE 12.um [mag]
# COLUMN st_wise3err:    WISE 12.um Unc. [mag]
# COLUMN st_wise3lim:    WISE 12.um Limit Flag
# COLUMN st_wise4:       WISE 22.um [mag]
# COLUMN st_wise4err:    WISE 22.um Unc. [mag]
# COLUMN st_wise4lim:    WISE 22.um Limit Flag
#
rowid,star_name,hip_name,hd_name,gj_name,tm_name,st_exocatflag,st_coronagflag,st_starshadeflag,st_wfirstflag,st_lbtiflag,st_rvflag,st_ppnum,rastr,ra,decstr,dec,st_dist,st_disterr1,st_disterr2,st_vmag,st_vmagerr,st_vmagsrc,st_bmv,st_bmverr,st_bmvsrc,st_spttype,st_lbol,st_lbolerr,st_lbolsrc,wds_designation,wds_sep,wds_deltamag,st_fracplxunc,st_pmra,st_pmraerr,st_pmdec,st_pmdecerr,st_glon,st_glat,st_vmk,st_vmkerr,st_kmagsrc,st_mbol,st_mbolerr,st_mbolsrc,st_mbolflag,st_spttag,st_lumclass,st_eeidau,st_eeidauerr,st_eeidmas,st_eeidmaserr,st_fpbearth,st_fpbeartherr,st_vmagearth,st_vmageartherr,st_teff,st_tefferr,st_teffsrc,st_rad,st_raderr,st_radsrc,st_mass,st_masserr,st_masssrc,st_logg,st_loggerr,st_loggsrc,st_age,st_ageerr,st_agesrc,st_actclass,st_metfe,st_metfeerr,st_metfesrc,st_metratio,st_probeflag,st_k2flag,st_k2campaign,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_j2m,st_j2merr,st_j2mlim,st_h2m,st_h2merr,st_h2mlim,st_ks2m,st_ks2merr,st_ks2mlim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim
97,HIP 32362,HIP 32362,HD 48737,GJ 242,2MASS J06451737+1253438,1,1,0,0,1,0,0,06h45m17.43s,101.322640,+12d53m45.8s,12.896055,18.00,,,3.320,0.020,VT,0.440,0.010,G,F5IV,12.770,0.060,V-K,,,,0.00,-115.200,,-190.900,,200.739117,4.502471,1.020,0.050,1966CoLPL...4...99J,2.050,0.020,,0,F,MAINSEQ,3.57,,198.56,,0.00,,30.93,,6455.00,,Gray,2.86,,Turnbull,1.92,,Turnbull,3.61,,Gray,,,,A,,,,,1,0,,1,0,1,0,0,2,0,1.996,0.230,0,1.811,0.168,0,1.688,0.220,0,,,,,,,,,,,,
98,HIP 32607,HIP 32607,HD 50241,GJ 248,2MASS J06481145-6156290,1,1,0,0,0,0,0,06h48m11.54s,102.048071,-61d56m31.1s,-61.941980,29.60,1.56,-1.41,3.230,0.020,VT,0.220,0.020,BVT-G-Blue,A7IV,36.400,0.140,V-K,,,,0.05,-68.400,,242.000,,271.919390,-24.099287,0.620,0.050,1991ApJ...368..264A,0.880,0.130,,0,A,MAINSEQ,6.03,,203.80,,0.00,,31.98,,7536.00,,Gray,3.54,,Turnbull,2.51,,Turnbull,3.42,,Gray,,,,,,,,,1,0,,1,0,1,0,0,1,0,2.766,0.278,0,2.607,0.186,0,2.570,0.268,0,,,,,,,,,,,,
99,HIP 33202 A,HIP 33202 A,HD 50635,GJ 9220 A,2MASS J06543863+1310401,1,1,0,0,0,0,0,06h54m38.59s,103.660808,+13d10m40.9s,13.178016,25.63,1.07,-0.99,4.730,0.010,G,0.320,0.020,G,F0Vp,6.950,0.140,B-V,06546+1311,7.10000,3.050,0.04,70.200,,-77.800,,201.510395,6.665598,,,,2.690,0.100,,1,F,MAINSEQ,2.64,,102.90,,0.00,,31.68,,7064.00,,B-V,1.76,,Turnbull,1.64,,Turnbull,,,,,,,,,,,,1,0,,1,0,1,0,0,1,0,3.895,0.410,0,3.706,0.430,0,3.888,0.036,0,,,,,,,,,,,,
100,HIP 34065,HIP 34065,HD 53705,GJ 264.1 A,2MASS J07035734-4336289,1,0,1,0,0,0,0,07h03m57.40s,105.989168,-43d36m32.3s,-43.608984,16.52,0.34,-0.32,5.560,0.010,G,0.620,0.010,G,G3V,1.450,0.070,V-K,07040-4337,20.90000,1.070,0.02,-102.700,,388.900,,254.085067,-16.219841,1.450,0.050,Koornneef,4.470,0.040,,0,G,MAINSEQ,1.20,,72.89,,0.00,,30.81,,5827.00,,2005ApJS..159..141V,1.14,,2007ApJS..168..297T,0.98,,2007ApJS..168..297T,4.34,,2007ApJS..168..297T,8.560,,2007ApJS..168..297T,I,-0.210,,,[Fe/H],1,0,,1,0,1,0,0,2,1,4.405,0.224,0,3.990,0.212,0,4.037,0.036,0,,,,,,,,,,,,
101,HIP 34834,HIP 34834,HD 55892,GJ 268.1,2MASS J07123363-4645337,1,1,0,0,0,0,0,07h12m33.74s,108.140587,-46d45m34.4s,-46.759564,21.43,,,4.490,0.010,G,0.320,0.010,G,F0IV,6.050,0.050,V-K,,,,0.00,-135.600,,106.800,,257.718752,-16.025090,0.780,0.050,1966CoLPL...4...99J,2.840,0.020,,0,F,MAINSEQ,2.46,,114.84,,0.00,,31.29,,6907.00,,Gray,1.72,,Turnbull,1.59,,Turnbull,3.78,,Gray,,,,,,,,,1,0,,1,0,1,0,0,2,0,3.500,0.202,0,3.298,0.196,0,3.320,0.206,0,,,,,,,,,,,,
102,HIP 35136,HIP 35136,HD 55575,GJ 1095,2MASS J07155011+4714241,1,0,0,1,0,0,0,07h15m50.11s,108.958805,+47d14m25.5s,47.240416,16.89,0.17,-0.17,5.540,0.020,VT,0.580,0.000,G,G0V,1.540,0.060,V-K,,,,0.01,29.400,,-186.100,,170.342281,23.515060,1.440,0.050,1989A&A...215..305A,4.400,0.030,,0,G,MAINSEQ,1.24,,73.48,,0.00,,30.85,,5866.00,,Gray,1.20,,Turnbull,1.12,,Turnbull,4.23,,Gray,,,,I,,,,,1,0,,1,0,1,0,0,2,3,4.655,0.250,0,4.289,0.220,0,4.115,0.018,0,,,,,,,,,,,,
103,HIP 35350,HIP 35350,HD 56537,GJ 9231 A,2MASS J07180560+1632255,0,1,0,0,0,0,0,07h18m05.58s,109.523247,+16d32m25.4s,16.540382,28.91,0.76,-0.80,3.580,,,0.120,,,A2,,,,07181+1632,9.70000,7.120,,-45.900,0.400,-37.100,0.400,200.916810,13.227538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,1,0,1,0,0,1,0,3.540,0.330,0,3.495,0.284,0,3.535,0.262,0,,,,,,,,,,,,
104,HIP 35550,HIP 35550,HD 56986,GJ 271 A,2MASS J07200736+2158561 A,1,1,0,0,0,0,0,07h20m07.39s,110.030789,+21d58m56.4s,21.982339,18.54,0.19,-0.18,3.500,0.010,G,0.370,0.020,G,F0IV...,11.380,0.060,V-K,07201+2159,5.60000,4.630,0.01,-18.700,,-7.800,,195.984952,15.885230,0.880,0.050,1966CoLPL...4...99J,2.160,0.040,,0,F,MAINSEQ,3.37,,181.97,,0.00,,30.98,,6906.00,,Gray,2.35,,Turnbull,1.87,,Turnbull,3.68,,Gray,,,,,,,,,1,0,,1,0,1,0,0,2,0,2.821,0.294,0,13.395,,-1,2.555,0.394,0,,,,,,,,,,,,
105,HIP 36046,HIP 36046,HD 58207,,2MASS J07254359+2747529,0,1,0,0,0,0,0,07h25m43.60s,111.431648,+27d47m53.1s,27.798080,38.61,1.31,-1.41,3.790,,,1.040,,,K0,,,,,,,,-122.200,0.400,-84.200,0.400,190.846345,19.268819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,1,0,1,0,0,1,0,2.195,0.300,0,1.658,0.218,0,1.562,0.178,0,,,,,,,,,,,,
106,HIP 36366,HIP 36366,HD 58946,GJ 274 A,2MASS J07290671+3147043 A,1,1,0,0,0,0,0,07h29m06.61s,112.277541,+31d47m02.7s,31.784079,18.05,,,4.160,0.020,VT,0.320,0.010,G,F0V...,5.840,0.060,V-K,07291+3147,,,0.00,159.300,,193.800,,187.134080,21.344345,0.800,0.050,1966CoLPL...4...99J,2.880,0.030,,0,F,MAINSEQ,2.42,,133.86,,0.00,,30.92,,7035.00,,Gray,1.63,,Turnbull,1.57,,Turnbull,4.06,,Gray,,,,,,,,,1,0,,1,0,1,0,0,2,0,3.221,0.232,0,3.156,0.246,0,2.978,0.316,0,,,,,,,,,,,,
107,HD 60532,HIP 36795,HD 60532,GJ 279,2MASS J07340317-2217457,1,1,0,0,0,1,2,07h34m03.21s,113.513358,-22d17m46.3s,-22.296181,25.30,0.26,-0.25,4.440,0.010,G,0.520,0.010,G,F6V,9.300,0.100,B-V,,,,0.01,-40.400,,46.800,,237.498127,-1.189598,,,,2.420,0.020,,0,F,MAINSEQ,3.05,,120.55,,0.00,,31.70,,6262.00,,Gray,2.59,,Turnbull,1.77,,Turnbull,3.83,,Gray,,,,I,,,,,1,0,,2,0,1,1,0,1,0,3.703,0.270,0,3.318,0.240,0,3.355,0.286,0,3.177,0.533,0,2.037,,-1,3.163,0.011,0,3.131,0.022,0
108,HIP 36850 A,HIP 36850 A,HD 60179,GJ 278 A,2MASS J07343598+3153184 A,1,1,1,0,0,0,0,07h34m36.00s,113.650019,+31d53m19.1s,31.888636,15.60,1.00,-0.88,1.580,0.000,G,0.030,0.000,G,A2Vm,53.930,0.170,B-V,07346+3153,5.00000,1.040,0.06,-206.300,,-148.200,,187.440843,22.479896,-3.560,0.050,1965ApJ...141..170J,0.610,0.130,,1,A,MAINSEQ,7.34,,470.90,,0.00,,30.75,,8932.00,,B-V,3.06,,Turnbull,2.78,,Turnbull,,,,,,,,,,,,1,0,,1,0,1,0,0,2,0,1.330,0.266,0,1.292,0.152,0,1.229,0.240,0,,,,,,,,,,,,
109,HIP 37279,HIP 37279,HD 61421,GJ 280 A,2MASS J07391805+0513298 A,1,1,1,0,0,0,0,07h39m18.54s,114.827242,+05d13m39.0s,5.227508,3.51,,,0.400,0.010,G,0.430,0.020,G,F5IV-V,7.120,0.040,V-K,07393+0514,,,0.00,-716.600,,-1034.600,,213.700769,13.022153,0.950,0.030,DENIS,2.680,0.020,,0,F,MAINSEQ,2.67,,760.84,,0.00,,27.37,,6543.00,,2005ApJS..159..141V,1.98,,2007ApJS..168..297T,1.49,,2007ApJS..168..297T,4.06,,2007ApJS..168..297T,1.850,,2007ApJS..168..297T,A,0.000,,,[Fe/H],1,0,,3,2,1,0,0,2,0,-0.498,0.150,0,-0.666,0.270,0,-0.658,0.322,0,,,,,,,,,,,,
110,HD 62509,HIP 37826,HD 62509,GJ 286,2MASS J07451891+2801340,1,1,1,0,0,1,1,07h45m19.36s,116.330683,+28d01m34.7s,28.026310,10.36,,,1.160,0.000,G,0.990,0.010,G,K0IIIvar,40.950,0.050,V-K,07453+2802,,,0.00,-625.700,,-46.000,,192.229766,23.407820,2.250,0.050,1964ApJ...139.1130L,1.080,0.010,,0,GIANT,GIANT,6.40,,617.75,,0.00,,30.03,,4850.00,,Gray,9.06,,Turnbull,2.59,,Turnbull,2.52,,Gray,,,,,,,,,1,0,,8,0,1,7,0,2,0,-0.315,0.232,0,-0.845,0.178,0,-0.936,0.160,0,-0.908,,-1,1.390,,-1,-0.878,0.418,0,-1.174,0.009,0
111,HIP 37853,HIP 37853,HD 63077,GJ 288 A,2MASS J07453500-3410226,1,0,1,1,0,0,0,07h45m35.18s,116.396575,-34d10m35.6s,-34.176551,15.21,0.15,-0.15,5.360,0.010,G,0.590,0.010,G,G0V,1.510,0.060,V-K,07456-3410,0.30000,3.700,0.01,-220.800,,1722.900,,249.112044,-4.806835,1.590,0.050,1991ApJ...368..264A,4.450,0.030,,0,G,MAINSEQ,1.23,,80.90,,0.00,,30.65,,6002.00,,Gray,1.14,,Turnbull,1.11,,Turnbull,4.87,,Gray,,,,I,,,,,1,0,,1,0,1,0,0,2,0,4.478,0.240,0,3.908,0.220,0,3.750,0.036,0,,,,,,,,,,,,
112,HIP 38382 A,HIP 38382 A,HD 64096,GJ 291 A,2MASS J07514629-1353526 A,1,0,1,0,0,0,0,07h51m46.34s,117.943099,-13d53m49.9s,-13.897191,16.50,0.17,-0.16,5.160,0.000,G,0.600,0.010,G,G2V,2.110,0.060,V-K,07518-1354,0.50000,0.880,0.01,-68.500,,-344.800,,232.270733,6.621127,1.510,0.050,Kidger,4.070,0.030,,1,G,MAINSEQ,1.45,,87.92,,0.00,,30.81,,5826.00,,Gray,1.42,,Turnbull,1.21,,Turnbull,4.24,,Gray,,,,I,,,,,1,0,,1,0,1,0,0,2,0,4.109,0.248,0,3.695,0.256,0,3.730,0.226,0,,,,,,,,,,,,
113,HIP 38908,HIP 38908,HD 65907,GJ 294 A,2MASS J07574692-6018111,1,0,1,0,0,0,0,07h57m46.30s,119.442936,-60d18m12.1s,-60.303361,16.20,,,5.580,0.020,VT,0.570,0.010,G,G0V,1.360,0.060,V-K,07578-6018,,,0.00,518.400,,118.900,,273.383990,-15.679345,1.380,0.050,Koornneef,4.530,0.020,,0,G,MAINSEQ,1.17,,71.97,,0.00,,30.76,,5949.00,,2005ApJS..159..141V,1.07,,2007ApJS..168..297T,1.06,,2007ApJS..168..297T,4.43,,2007ApJS..168..297T,3.200,,2007ApJS..168..297T,I,-0.340,,,[Fe/H],1,0,,1,0,1,0,0,2,1,4.792,0.236,0,4.360,0.076,0,4.242,0.036,0,,,,,,,,,,,,
114,HIP 39757,HIP 39757,HD 67523,,2MASS J08073264-2418154,1,1,0,0,0,0,0,08h07m32.70s,121.886259,-24d18m16.0s,-24.304437,19.48,,,2.790,0.020,VT,0.460,0.020,BVT-Blue,F2MF5IIP,24.250,0.060,V-K,08075-2418,,,0.00,-83.300,,46.400,,243.148576,4.402081,0.910,0.050,1966CoLPL...4...99J,1.340,0.020,,0,F,MAINSEQ,4.92,,252.75,,0.00,,31.09,,6449.00,,B-V,3.94,,Turnbull,2.26,,Turnbull,,,,,,,,,,,,1,0,,1,0,1,0,0,2,0,2.171,0.316,0,2.084,0.208,0,2.022,0.254,0,,,,,,,,,,,,
115,HIP 39903,HIP 39903,HD 68456,GJ 297.1,2MASS J08090068-6118088,1,1,0,0,0,0,0,08h09m00.86s,122.253577,-61d18m06.1s,-61.301706,19.98,1.05,-0.95,4.740,0.020,VT,0.440,0.010,G,F5V,4.290,0.170,B-V,08090-6118,,,0.05,-155.000,,-297.700,,274.973661,-14.954678,,,,3.240,0.130,,0,F,MAINSEQ,2.07,,103.64,,0.00,,31.17,,6467.00,,Gray,1.65,,Turnbull,1.45,,Turnbull,3.97,,Gray,,,,A,,,,,1,0,,1,0,1,0,0,2,0,3.909,0.304,0,3.621,0.230,0,3.675,0.292,0,,,,,,,,,,,,
116,HIP 40167 A,HIP 40167 A,HD 68257,GJ 9257 A,2MASS J08121278+1738522 A,1,1,0,0,0,0,0,08h12m12.71s,123.052954,+17d38m53.3s,17.648138,25.08,0.51,-0.49,5.240,0.020,VT,0.530,0.000,G,G0V,4.560,0.060,V-K,08122+1739,6.10000,0.930,0.02,28.300,,-150.900,,205.301069,25.531005,1.570,0.020,DENIS,3.250,0.060,,1,G,MAINSEQ,2.14,,85.13,,0.00,,31.73,,5741.00,,V-K,2.16,,Turnbull,1.48,,Turnbull,,,,,,,,,,,,1,0,,1,0,1,0,0,1,0,3.114,0.358,0,2.876,0.376,0,3.757,0.036,0,,,,,,,,,,,,
117,HD 69830,HIP 40693,HD 69830,GJ 302,2MASS J08182389-1237541,1,0,1,0,0,1,3,08h18m23.78s,124.599085,-12d37m47.2s,-12.629770,12.49,,,5.940,0.020,VT,0.750,0.010,G,K0V,0.630,0.060,V-K,,,,0.00,279.300,,-989.000,,234.560990,12.824494,1.770,0.050,1991ApJ...368..264A,5.460,0.030,,0,K,MAINSEQ,0.79,,63.49,,0.00,,30.28,,5361.00,,2005ApJS..159..141V,0.90,,2007ApJS..168..297T,0.85,,2007ApJS..168..297T,4.47,,2007ApJS..168..297T,9.400,,2005ApJS..159..141V,I,-0.060,,,[Fe/H],1,0,,2,0,1,1,0,2,9,4.953,0.268,0,4.364,0.224,0,4.165,0.036,0,4.113,0.313,0,3.799,0.220,0,4.082,0.015,0,3.696,0.021,0
118,HIP 40702,HIP 40702,HD 71243,GJ 305,2MASS J08183157-7655108,1,1,0,0,0,0,0,08h18m31.27s,124.630279,-76d55m11.9s,-76.919983,19.56,,,4.050,0.020,VT,0.400,0.020,BVT-G-Blue,F5V,7.740,0.100,B-V,,,,0.00,109.800,,106.900,,289.860161,-21.681552,,,,2.590,0.020,,0,F,MAINSEQ,2.78,,142.18,,0.00,,31.11,,6625.00,,Gray,2.11,,Turnbull,1.69,,Turnbull,3.96,,Gray,,,,A,,,,,1,0,,1,0,1,0,0,2,1,3.415,0.282,0,3.147,0.216,0,3.150,0.300,0,,,,,,,,,,,,
119,HIP 40706,HIP 40706,HD 70060,GJ 305,2MASS J08183332-3639333,1,1,0,0,0,0,0,08h18m33.39s,124.639138,-36d39m34.3s,-36.659533,28.63,0.29,-0.28,4.440,0.000,G,0.220,0.010,G,A4(M)A5-A7,11.380,0.050,V-K,,,,0.01,-111.300,,100.600,,254.776736,-0.420933,0.440,0.050,1966CoLPL...4...99J,2.160,0.010,,0,A,MAINSEQ,3.37,,117.85,,0.00,,31.92,,7790.00,,Gray,1.85,,Turnbull,1.87,,Turnbull,4.11,,Gray,,,,,,,,,1,0,,1,0,1,0,0,1,0,4.207,0.288,0,4.087,0.208,0,4.063,0.276,0,,,,,,,,,,,,
120,HD 70642,HIP 40952,HD 70642,GJ 304,2MASS J08212815-3942199,1,0,1,0,0,1,1,08h21m28.29s,125.367872,-39d42m21.4s,-39.705958,28.07,0.28,-0.28,7.160,0.020,VT-G,0.710,0.020,BVT-G-Red,G8/K1(III+F/G),0.980,0.050,V-K,,,,0.01,-202.100,,225.600,,257.613095,-1.672595,1.590,0.030,2MASS,4.920,0.050,,0,G,MAINSEQ,0.99,,35.27,,0.00,,31.98,,5706.00,,2005ApJS..159..141V,1.02,,2007ApJS..168..297T,1.00,,2007ApJS..168..297T,4.45,,2007ApJS..168..297T,6.240,,2007ApJS..168..297T,I,0.160,,,[Fe/H],1,0,,3,0,1,2,0,1,0,5.954,0.020,0,5.674,0.040,0,5.574,0.020,0,5.614,0.129,0,5.410,0.057,0,5.573,0.014,0,5.542,0.036,0
121,HIP 41312,HIP 41312,HD 71878,GJ 3499,2MASS J08254423-6608127,0,1,0,0,0,0,0,08h25m44.19s,126.434143,-66d08m12.8s,-66.136887,33.10,0.49,-0.50,3.770,,,1.130,,,K1 III,,,,,,,,-35.200,0.800,-152.300,0.800,280.261523,-15.843041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,1,0,1,0,0,1,0,1.864,0.296,0,1.310,0.296,0,1.188,0.302,0,,,,,,,,,,,,
122,HD 72659,HIP 42030,HD 72659,,2MASS J08340320-0134056,0,0,1,0,0,1,1,08h34m03.19s,128.513290,-01d34m05.6s,-1.568217,51.97,0.14,-0.14,7.460,,,0.612,,,G2 V,,,,,,,,-112.500,0.100,-96.600,0.000,226.753797,21.881152,,,,,,,,,,,,,,,,,,5932.00,19.00,,1.46,0.02,,1.43,0.11,,4.27,0.03,,,,,,-0.020,,,[Fe/H],1,0,,4,0,1,3,0,1,2,6.358,0.019,0,6.089,0.027,0,5.982,0.024,0,5.983,0.103,0,5.919,0.039,0,6.019,0.014,0,5.933,0.044,0
123,HIP 42438,HIP 42438,HD 72905,GJ 311,2MASS J08391162+6501151,1,0,1,0,0,1,0,08h39m11.74s,129.798926,+65d01m14.5s,65.020693,14.36,0.15,-0.14,5.630,0.000,G,0.620,0.000,G,G1.5Vb,1.030,0.050,V-K,,,,0.01,-27.700,,87.900,,150.551984,35.704385,1.440,0.050,1989A&A...215..305A,4.840,0.010,,0,G,MAINSEQ,1.01,,70.57,,0.00,,30.50,,5920.00,,V-K,0.96,,Turnbull,1.01,,Turnbull,,,,,,,,,,,,1,0,,1,0,1,0,0,2,3,4.348,0.214,0,4.282,0.036,0,4.173,0.036,0,,,,,,,,,,,,
124,HIP 42913 A,HIP 42913 A,HD 74956,GJ 321.3 A,2MASS J08444223-5442313 A,1,1,0,0,0,0,0,08h44m42.20s,131.175822,-54d42m30.8s,-54.708568,24.70,0.25,-0.24,1.930,0.020,Hp-VI,0.040,0.010,G,A0V,96.770,0.110,B-V,08447-5443,0.40000,3.580,0.01,28.800,,-104.100,,272.078586,-7.370704,,,,-0.040,0.040,,1,A,MAINSEQ,9.84,,398.31,,0.00,,31.73,,9021.00,,Gray,4.02,,Turnbull,3.23,,Turnbull,3.79,,Gray,,,,,,,,,1,0,,1,0,1,0,0,2,0,1.777,0.326,0,1.762,0.244,0,1.719,0.262,0,,,,,,,,,,,,
125,55 Cnc,HIP 43587,HD 75732,GJ 324 A,2MASS J08523579+2819509,1,1,1,0,0,1,5,08h52m36.13s,133.150554,+28d19m53.0s,28.331388,12.34,0.12,-0.12,5.960,0.010,G,0.870,0.010,G,G8V,0.660,0.100,B-V,08526+2820,,,0.01,-485.500,,-234.400,,196.794363,37.700247,-1.680,0.050,1974AJ.....79.1056V,5.500,0.030,,0,G,MAINSEQ,0.81,,65.79,,0.00,,30.35,,5235.00,,2005ApJS..159..141V,0.93,,2007ApJS..168..297T,0.96,,2007ApJS..168..297T,4.48,,2007ApJS..168..297T,9.500,,2005ApJS..159..141V,I,0.310,,,[Fe/H],1,0,,6,0,1,5,0,3,11,4.768,0.244,0,4.265,0.234,0,4.015,0.036,0,4.001,0.318,0,3.296,0.174,0,4.051,0.015,0,4.014,0.030,0
